Booking_ID,Booking_Date,Travel_Date,Lead_Time,Category,Travel_Type,Customer_Type,City_From,City_To,Booking_Channel,Payment_Mode,Base_Price,Discount_%,Cancellation_Status,Refund_%,Rating,Repeat_Customer,Booking_Hour,Festival_Season
BKG00759,30-07-2024,10-09-2024,42,Flight,International,Solo,Delhi,Dubai,App,Debit Card,15688.8,20,1,80,2,Yes,20,Normal
BKG00760,05-10-2024,30-10-2024,25,Train,Domestic,Family,Delhi,Jaipur,Website,NetBanking,1790,0,0,0,1,Yes,22,Christmas
BKG00761,19-12-2025,06-02-2026,49,Holiday Package,International,Family,Bangalore,Dubai,Website,Wallet,120835.8,0,0,0,1,Yes,0,Normal
BKG00762,13-08-2024,23-08-2024,10,Holiday Package,Domestic,Business,Mumbai,Chennai,Website,Wallet,71466,20,0,0,3,Yes,5,Christmas
BKG00763,03-03-2024,30-05-2024,88,Hotel,International,Solo,Mumbai,Dubai,App,NetBanking,28294.2,20,0,0,3,Yes,11,Normal
BKG00764,29-06-2024,03-07-2024,4,Holiday Package,International,Business,Bangalore,Bangkok,App,Credit Card,123242.4,0,0,0,5,No,14,Normal
BKG00765,27-02-2024,02-04-2024,35,Hotel,Domestic,Solo,Delhi,Delhi,Website,Wallet,14287,10,0,0,2,Yes,20,Normal
BKG00766,17-02-2025,05-04-2025,47,Train,International,Business,Delhi,Dubai,Website,Credit Card,5209.2,10,0,0,3,Yes,21,Normal
BKG00767,09-06-2024,15-07-2024,36,Flight,International,Solo,Hyderabad,Dubai,Website,Wallet,8303.4,0,0,0,5,No,5,Normal
BKG00768,14-04-2024,04-06-2024,51,Train,Domestic,Couple,Delhi,Goa,Website,UPI,1441,5,1,80,5,No,14,Normal
BKG00769,27-02-2024,09-05-2024,72,Holiday Package,International,Business,Hyderabad,London,App,Wallet,99396,10,0,0,1,Yes,14,Normal
BKG00770,25-11-2025,05-01-2026,41,Holiday Package,International,Couple,Delhi,Bangkok,App,Debit Card,70171.2,20,1,80,4,No,13,Normal
BKG00771,18-04-2025,08-06-2025,51,Hotel,Domestic,Solo,Chennai,Chennai,Website,NetBanking,18872,0,0,0,1,Yes,14,Normal
BKG00772,22-05-2025,22-07-2025,61,Flight,International,Solo,Chennai,London,App,NetBanking,15478.2,5,1,80,5,Yes,21,Normal
BKG00773,18-11-2024,18-12-2024,30,Flight,Domestic,Couple,Bangalore,Jaipur,App,Credit Card,9683,5,0,0,4,Yes,2,Normal
BKG00774,05-09-2025,14-09-2025,9,Flight,International,Business,Mumbai,Singapore,App,Wallet,12043.8,0,0,0,1,Yes,18,Normal
BKG00775,13-09-2025,24-11-2025,72,Hotel,Domestic,Business,Chennai,Mumbai,Website,Wallet,2336,0,0,0,5,No,0,Normal
BKG00776,16-11-2024,03-01-2025,48,Hotel,Domestic,Business,Delhi,Delhi,Website,Credit Card,16746,20,0,0,3,Yes,5,Normal
BKG00777,25-11-2024,03-01-2025,39,Flight,Domestic,Solo,Delhi,Jaipur,App,NetBanking,5529,20,0,0,1,Yes,1,Diwali
BKG00778,08-12-2024,16-12-2024,8,Train,International,Couple,Bangalore,Dubai,Website,NetBanking,7320.6,15,0,0,4,Yes,18,Summer
BKG00779,25-07-2025,06-10-2025,73,Hotel,International,Business,Chennai,Bangkok,Website,NetBanking,6523.2,15,0,0,4,No,11,Diwali
BKG00780,27-10-2024,27-11-2024,31,Train,Domestic,Couple,Mumbai,Jaipur,App,Wallet,4144,20,0,0,4,No,21,Normal
BKG00781,23-05-2024,20-07-2024,58,Train,International,Family,Mumbai,Dubai,App,Wallet,2111.4,0,0,0,5,Yes,3,Christmas
BKG00782,08-04-2025,05-05-2025,27,Flight,International,Family,Delhi,London,App,Credit Card,24865.2,5,0,0,5,No,8,Normal
BKG00783,24-11-2024,31-12-2024,37,Train,International,Family,Delhi,London,App,UPI,8355.6,0,0,0,2,No,7,Normal
BKG00784,02-07-2025,15-08-2025,44,Holiday Package,International,Couple,Chennai,London,Website,Credit Card,121784.4,20,0,0,1,No,12,Normal
BKG00785,28-10-2024,24-11-2024,27,Hotel,Domestic,Family,Delhi,Mumbai,Website,Credit Card,14670,20,0,0,1,No,4,Normal
BKG00786,29-07-2025,16-08-2025,18,Flight,International,Business,Mumbai,Singapore,Website,NetBanking,23101.2,20,1,80,5,No,13,Normal
BKG00787,06-08-2025,24-08-2025,18,Holiday Package,Domestic,Couple,Hyderabad,Goa,App,UPI,38566,5,0,0,4,No,9,Christmas
BKG00788,20-03-2025,15-04-2025,26,Hotel,International,Solo,Bangalore,London,Website,UPI,4438.8,20,0,0,5,No,7,Summer
BKG00789,19-08-2025,26-09-2025,38,Hotel,Domestic,Family,Bangalore,Goa,App,Debit Card,24428,5,0,0,2,No,17,Normal
BKG00790,25-06-2024,01-09-2024,68,Hotel,International,Couple,Delhi,London,Website,Debit Card,11757.6,10,1,80,2,No,16,Christmas
BKG00791,30-10-2025,20-01-2026,82,Train,International,Couple,Chennai,London,App,Debit Card,2763,15,0,0,5,No,15,Summer
BKG00792,07-07-2024,07-08-2024,31,Flight,Domestic,Couple,Bangalore,Mumbai,App,Wallet,14990,5,0,0,5,Yes,20,Normal
BKG00793,14-10-2024,01-12-2024,48,Holiday Package,International,Family,Delhi,Singapore,App,Credit Card,115623,10,0,0,5,No,9,Normal
BKG00794,04-03-2025,04-05-2025,61,Holiday Package,International,Couple,Chennai,London,App,NetBanking,114375.6,20,0,0,5,No,6,Normal
BKG00795,16-09-2025,23-11-2025,68,Hotel,International,Solo,Mumbai,Dubai,Website,Credit Card,32875.2,15,0,0,3,No,20,Normal
BKG00796,18-03-2024,16-05-2024,59,Train,International,Couple,Mumbai,London,App,Wallet,2145.6,15,1,80,4,Yes,2,Normal
BKG00797,10-01-2025,05-04-2025,85,Train,International,Family,Mumbai,Singapore,Website,Debit Card,1839.6,10,1,80,1,Yes,17,Normal
BKG00798,06-02-2025,06-04-2025,59,Holiday Package,International,Solo,Delhi,Dubai,App,Debit Card,80296.2,5,0,0,1,Yes,10,Normal
BKG00799,24-04-2025,02-07-2025,69,Flight,Domestic,Business,Bangalore,Hyderabad,Website,Credit Card,10974,0,0,0,1,No,21,Christmas
BKG00800,06-11-2024,23-12-2024,47,Holiday Package,International,Business,Hyderabad,Singapore,App,UPI,79063.2,0,1,80,3,Yes,20,Normal
BKG00801,24-04-2025,29-06-2025,66,Hotel,International,Business,Chennai,Dubai,Website,Credit Card,6993,5,0,0,4,Yes,17,Diwali
BKG00802,03-03-2024,02-04-2024,30,Hotel,International,Family,Delhi,Singapore,App,Credit Card,15908.4,0,0,0,5,No,18,Christmas
BKG00803,22-12-2024,20-02-2025,60,Hotel,Domestic,Solo,Mumbai,Mumbai,App,Debit Card,10090,5,0,0,1,Yes,9,Normal
BKG00804,10-03-2024,08-06-2024,90,Train,International,Family,Bangalore,Singapore,App,Debit Card,8692.2,0,0,0,3,No,7,Normal
BKG00805,09-01-2024,27-03-2024,78,Hotel,International,Business,Chennai,London,App,UPI,43813.8,10,0,0,5,No,18,Normal
BKG00806,09-11-2024,20-01-2025,72,Train,Domestic,Solo,Chennai,Mumbai,App,Debit Card,2352,10,0,0,5,No,19,Diwali
BKG00807,13-12-2025,14-12-2025,1,Train,International,Family,Delhi,Bangkok,Website,Debit Card,2574,10,1,80,1,Yes,19,Normal
BKG00808,12-07-2025,20-08-2025,39,Flight,International,Couple,Chennai,Dubai,Website,Debit Card,14176.8,0,1,80,2,No,18,Summer
BKG00809,11-01-2025,13-03-2025,61,Flight,International,Family,Mumbai,Bangkok,App,Wallet,12250.8,0,0,0,3,Yes,12,Christmas
BKG00810,27-11-2025,30-12-2025,33,Holiday Package,International,Couple,Mumbai,Singapore,App,Wallet,66389.4,0,0,0,4,No,3,Normal
BKG00811,01-12-2025,21-01-2026,51,Flight,Domestic,Business,Bangalore,Bangalore,App,UPI,9097,20,1,80,2,Yes,11,Normal
BKG00812,06-05-2024,16-05-2024,10,Flight,Domestic,Family,Mumbai,Jaipur,App,UPI,14737,15,1,80,4,No,23,Normal
BKG00813,29-08-2025,29-09-2025,31,Hotel,Domestic,Couple,Delhi,Goa,Website,Wallet,14316,0,0,0,2,No,8,Summer
BKG00814,28-03-2024,16-04-2024,19,Hotel,Domestic,Family,Delhi,Delhi,Website,UPI,22674,10,1,80,2,Yes,15,Normal
BKG00815,21-01-2025,24-01-2025,3,Train,International,Solo,Delhi,London,App,UPI,8078.4,10,1,80,2,Yes,12,Normal
BKG00816,10-03-2024,05-04-2024,26,Hotel,Domestic,Family,Chennai,Bangalore,Website,Debit Card,12703,0,0,0,5,Yes,20,Diwali
BKG00817,06-07-2025,21-09-2025,77,Hotel,International,Solo,Hyderabad,Bangkok,Website,Credit Card,32990.4,20,0,0,5,No,11,Summer
BKG00818,24-05-2024,15-07-2024,52,Holiday Package,Domestic,Business,Chennai,Chennai,Website,Debit Card,24495,10,0,0,3,No,16,Normal
BKG00819,18-08-2025,11-09-2025,24,Flight,International,Solo,Chennai,London,Website,Wallet,23409,15,0,0,4,No,9,Normal
BKG00820,21-02-2024,22-02-2024,1,Hotel,Domestic,Solo,Chennai,Hyderabad,Website,Credit Card,18915,0,0,0,2,Yes,14,Normal
BKG00821,16-03-2025,30-03-2025,14,Train,Domestic,Solo,Hyderabad,Bangalore,Website,Debit Card,2284,20,1,80,3,Yes,0,Normal
BKG00822,02-03-2025,21-03-2025,19,Holiday Package,International,Family,Chennai,Bangkok,App,Credit Card,80092.8,5,0,0,3,No,12,Normal
BKG00823,29-09-2024,23-11-2024,55,Flight,International,Family,Bangalore,Bangkok,App,Wallet,11592,20,0,0,2,Yes,17,Normal
BKG00824,21-01-2025,13-03-2025,51,Flight,Domestic,Solo,Mumbai,Mumbai,App,Credit Card,11024,5,0,0,2,No,7,Normal
BKG00825,21-01-2025,24-01-2025,3,Flight,International,Business,Chennai,London,Website,NetBanking,24820.2,15,0,0,4,Yes,21,Normal
BKG00826,01-01-2025,14-01-2025,13,Train,Domestic,Solo,Bangalore,Delhi,App,Credit Card,1187,20,1,80,5,Yes,19,Normal
BKG00827,17-01-2024,24-01-2024,7,Hotel,International,Business,Delhi,Dubai,App,Wallet,25434,15,0,0,5,Yes,21,Normal
BKG00828,22-01-2025,23-03-2025,60,Flight,Domestic,Couple,Hyderabad,Chennai,Website,Debit Card,9039,5,0,0,5,No,20,Diwali
BKG00829,16-05-2025,18-06-2025,33,Holiday Package,Domestic,Couple,Hyderabad,Chennai,App,Wallet,41603,20,0,0,5,Yes,1,Normal
BKG00830,03-04-2025,20-05-2025,47,Flight,International,Solo,Hyderabad,Bangkok,App,Debit Card,12655.8,15,0,0,5,Yes,6,Christmas
BKG00831,27-03-2024,16-05-2024,50,Hotel,Domestic,Business,Hyderabad,Hyderabad,App,Wallet,5937,10,0,0,4,Yes,15,Diwali
BKG00832,21-04-2025,27-05-2025,36,Train,Domestic,Business,Hyderabad,Jaipur,Website,Wallet,1030,10,0,0,3,Yes,0,Diwali
BKG00833,18-04-2025,28-05-2025,40,Holiday Package,Domestic,Couple,Delhi,Mumbai,Website,NetBanking,20437,15,0,0,2,Yes,5,Normal
BKG00834,09-01-2024,24-01-2024,15,Holiday Package,Domestic,Family,Chennai,Goa,App,Wallet,45768,15,0,0,4,No,4,Normal
BKG00835,24-05-2024,13-07-2024,50,Hotel,International,Couple,Chennai,Dubai,App,Credit Card,41644.8,15,0,0,1,Yes,0,Normal
BKG00836,07-06-2025,23-06-2025,16,Hotel,International,Business,Mumbai,Singapore,Website,Wallet,27289.8,0,0,0,4,No,14,Normal
BKG00837,15-03-2025,06-04-2025,22,Hotel,Domestic,Solo,Mumbai,Bangalore,App,Credit Card,20228,5,1,80,4,Yes,5,Christmas
BKG00838,20-02-2024,10-03-2024,19,Hotel,Domestic,Family,Bangalore,Hyderabad,App,Debit Card,15976,15,0,0,4,No,14,Normal
BKG00839,18-07-2025,11-08-2025,24,Train,International,Family,Delhi,Bangkok,Website,Wallet,5851.8,0,0,0,3,No,12,Normal
BKG00840,17-09-2024,01-11-2024,45,Holiday Package,International,Couple,Hyderabad,Singapore,App,NetBanking,52704,10,0,0,5,No,8,Normal
BKG00841,21-08-2024,11-10-2024,51,Holiday Package,International,Couple,Hyderabad,Dubai,App,Debit Card,65901.6,5,0,0,3,Yes,16,Normal
BKG00842,03-11-2024,14-11-2024,11,Holiday Package,Domestic,Solo,Chennai,Mumbai,App,Debit Card,77775,5,0,0,3,Yes,18,Diwali
BKG00843,08-05-2024,22-06-2024,45,Hotel,International,Family,Delhi,Bangkok,App,NetBanking,36748.8,10,0,0,3,No,15,Normal
BKG00844,11-05-2025,04-08-2025,85,Holiday Package,Domestic,Business,Delhi,Mumbai,App,Credit Card,19986,0,1,80,1,No,7,Normal
BKG00845,09-03-2025,21-03-2025,12,Flight,Domestic,Family,Bangalore,Goa,App,UPI,3586,15,0,0,5,No,1,Normal
BKG00846,22-01-2025,07-02-2025,16,Hotel,Domestic,Solo,Delhi,Jaipur,Website,NetBanking,12250,15,0,0,5,No,10,Normal
BKG00847,14-03-2025,24-04-2025,41,Train,International,Business,Chennai,Dubai,Website,Wallet,5677.2,0,0,0,1,Yes,11,Diwali
BKG00848,15-10-2025,17-10-2025,2,Hotel,Domestic,Couple,Mumbai,Jaipur,Website,Wallet,23692,15,1,80,1,Yes,12,Normal
BKG00849,10-08-2025,27-09-2025,48,Flight,Domestic,Couple,Delhi,Goa,App,Debit Card,14733,10,0,0,3,No,3,Normal
BKG00850,20-11-2025,08-12-2025,18,Flight,International,Couple,Bangalore,London,App,Debit Card,26510.4,15,0,0,4,Yes,14,Normal
BKG00851,25-01-2024,17-03-2024,52,Train,Domestic,Business,Mumbai,Hyderabad,Website,UPI,2152,10,0,0,2,No,15,Normal
BKG00852,15-12-2025,24-02-2026,71,Train,International,Business,Mumbai,Singapore,App,Credit Card,8640,0,0,0,1,Yes,11,Summer
BKG00853,30-10-2025,11-12-2025,42,Holiday Package,International,Couple,Bangalore,Dubai,App,Wallet,117385.2,5,0,0,3,No,16,Normal
BKG00854,06-09-2024,15-09-2024,9,Hotel,International,Couple,Chennai,Singapore,App,Debit Card,6184.8,0,1,80,5,Yes,3,Normal
BKG00855,07-09-2025,23-09-2025,16,Flight,Domestic,Family,Delhi,Bangalore,Website,UPI,7288,20,0,0,5,Yes,3,Normal
BKG00856,06-02-2024,27-04-2024,81,Hotel,International,Business,Chennai,Bangkok,App,Credit Card,27003.6,5,0,0,2,Yes,10,Christmas
BKG00857,18-03-2025,24-05-2025,67,Holiday Package,Domestic,Couple,Chennai,Delhi,Website,Wallet,75337,15,0,0,4,No,15,Normal
BKG00858,06-01-2025,18-01-2025,12,Hotel,Domestic,Family,Chennai,Delhi,App,UPI,17244,0,0,0,1,No,13,Summer
BKG00859,11-12-2024,18-01-2025,38,Holiday Package,International,Couple,Hyderabad,Dubai,Website,UPI,109911.6,15,0,0,5,No,16,Diwali
BKG00860,10-12-2025,25-12-2025,15,Flight,International,Business,Chennai,Singapore,Website,NetBanking,26575.2,5,0,0,1,No,4,Summer
BKG00861,30-04-2025,06-05-2025,6,Holiday Package,International,Business,Hyderabad,Singapore,App,Debit Card,87498,10,0,0,5,Yes,8,Normal
BKG00862,26-01-2025,12-04-2025,76,Flight,International,Solo,Delhi,Bangkok,App,NetBanking,9810,20,0,0,3,No,4,Normal
BKG00863,17-11-2024,23-12-2024,36,Train,Domestic,Solo,Delhi,Hyderabad,App,Credit Card,3704,0,0,0,3,No,20,Normal
BKG00864,28-11-2024,18-01-2025,51,Holiday Package,Domestic,Family,Hyderabad,Goa,App,UPI,29489,15,0,0,5,Yes,10,Summer
BKG00865,30-10-2024,03-11-2024,4,Flight,International,Business,Mumbai,Dubai,Website,Wallet,8029.8,15,0,0,2,Yes,1,Normal
BKG00866,26-02-2025,31-03-2025,33,Holiday Package,Domestic,Couple,Bangalore,Jaipur,App,NetBanking,20756,10,0,0,3,Yes,0,Normal
BKG00867,23-05-2024,21-06-2024,29,Train,International,Solo,Bangalore,Singapore,App,Wallet,4161.6,0,0,0,1,No,16,Normal
BKG00868,15-04-2024,25-04-2024,10,Train,Domestic,Family,Bangalore,Goa,App,Wallet,2957,0,0,0,2,Yes,14,Normal
BKG00869,08-06-2024,01-09-2024,85,Hotel,Domestic,Solo,Delhi,Mumbai,App,Debit Card,22221,20,1,80,2,No,10,Normal
BKG00870,01-04-2025,21-06-2025,81,Train,Domestic,Business,Bangalore,Jaipur,Website,NetBanking,4045,0,1,80,4,Yes,17,Normal
BKG00871,05-04-2024,29-05-2024,54,Hotel,International,Couple,Hyderabad,Singapore,App,UPI,27054,10,0,0,2,Yes,21,Normal
BKG00872,11-02-2024,08-03-2024,26,Flight,International,Couple,Mumbai,Dubai,Website,UPI,23936.4,20,0,0,1,No,14,Normal
BKG00873,19-12-2024,19-01-2025,31,Train,Domestic,Solo,Mumbai,Delhi,Website,Wallet,3934,0,0,0,5,No,7,Normal
BKG00874,01-01-2024,04-01-2024,3,Flight,Domestic,Solo,Hyderabad,Goa,Website,Debit Card,4149,15,0,0,1,Yes,10,Normal
BKG00875,01-09-2024,09-09-2024,8,Hotel,International,Solo,Bangalore,Dubai,Website,NetBanking,14756.4,10,0,0,5,Yes,15,Summer
BKG00876,06-12-2024,30-12-2024,24,Train,International,Solo,Delhi,Dubai,App,Wallet,8002.8,15,0,0,2,No,6,Diwali
BKG00877,13-12-2024,28-01-2025,46,Train,International,Solo,Hyderabad,Dubai,App,Credit Card,7565.4,0,0,0,2,No,1,Normal
BKG00878,29-02-2024,25-05-2024,86,Train,Domestic,Solo,Delhi,Delhi,App,Debit Card,1929,15,0,0,1,No,8,Diwali
BKG00879,19-03-2025,09-04-2025,21,Flight,Domestic,Business,Chennai,Chennai,Website,NetBanking,12686,20,0,0,3,Yes,0,Normal
BKG00880,18-04-2025,07-05-2025,19,Flight,Domestic,Solo,Mumbai,Delhi,App,Credit Card,13791,20,0,0,5,Yes,17,Normal
BKG00881,24-06-2024,01-07-2024,7,Hotel,Domestic,Couple,Hyderabad,Jaipur,App,Debit Card,12555,0,0,0,4,Yes,2,Normal
BKG00882,21-01-2024,05-02-2024,15,Holiday Package,International,Couple,Mumbai,Singapore,Website,UPI,90558,10,0,0,3,Yes,9,Normal
BKG00883,31-07-2025,08-10-2025,69,Train,International,Couple,Delhi,Singapore,App,Debit Card,4073.4,5,0,0,1,Yes,3,Normal
BKG00884,05-04-2024,13-05-2024,38,Holiday Package,International,Family,Bangalore,Singapore,Website,Debit Card,102614.4,10,0,0,3,No,9,Normal
BKG00885,01-09-2025,13-09-2025,12,Flight,Domestic,Solo,Mumbai,Mumbai,Website,Wallet,8877,5,0,0,2,Yes,19,Normal
BKG00886,07-09-2025,01-12-2025,85,Train,Domestic,Family,Mumbai,Bangalore,App,Credit Card,2791,0,0,0,1,No,16,Normal
BKG00887,21-08-2024,07-10-2024,47,Train,International,Solo,Hyderabad,Singapore,App,Credit Card,6348.6,20,0,0,4,Yes,20,Diwali
BKG00888,19-02-2024,10-03-2024,20,Flight,Domestic,Solo,Hyderabad,Delhi,Website,Wallet,9237,10,0,0,4,No,20,Normal
BKG00889,23-12-2025,09-02-2026,48,Holiday Package,Domestic,Family,Chennai,Jaipur,Website,Debit Card,33048,20,0,0,4,No,10,Normal
BKG00890,22-11-2024,05-02-2025,75,Flight,International,Solo,Delhi,Bangkok,App,NetBanking,10389.6,15,0,0,3,No,17,Normal
BKG00891,12-01-2024,10-03-2024,58,Flight,International,Business,Mumbai,Singapore,App,Credit Card,9025.2,0,0,0,4,No,3,Normal
BKG00892,11-11-2024,05-12-2024,24,Flight,International,Solo,Delhi,Dubai,Website,UPI,10326.6,20,1,80,4,Yes,10,Normal
BKG00893,01-02-2024,07-04-2024,66,Flight,International,Solo,Hyderabad,Singapore,App,Wallet,21538.8,0,1,80,5,Yes,0,Normal
BKG00894,16-12-2024,25-12-2024,9,Holiday Package,International,Solo,Mumbai,Dubai,Website,Debit Card,85827.6,10,0,0,1,Yes,3,Normal
BKG00895,29-07-2025,09-10-2025,72,Flight,Domestic,Business,Mumbai,Mumbai,App,NetBanking,14914,5,0,0,4,Yes,0,Normal
BKG00896,17-08-2024,28-09-2024,42,Hotel,Domestic,Family,Hyderabad,Mumbai,App,NetBanking,4867,10,0,0,1,No,16,Normal
BKG00897,27-05-2025,07-08-2025,72,Train,International,Solo,Bangalore,Singapore,App,Debit Card,2435.4,15,0,0,2,No,14,Normal
BKG00898,08-01-2025,08-02-2025,31,Hotel,Domestic,Couple,Mumbai,Goa,App,NetBanking,11663,20,1,80,3,Yes,10,Normal
BKG00899,29-04-2025,26-07-2025,88,Holiday Package,Domestic,Family,Hyderabad,Chennai,App,UPI,23174,0,0,0,2,Yes,12,Normal
BKG00900,26-03-2024,16-06-2024,82,Flight,International,Couple,Chennai,Bangkok,App,Credit Card,20316.6,15,0,0,3,No,3,Normal
BKG00901,08-07-2025,28-08-2025,51,Holiday Package,International,Business,Bangalore,London,Website,Wallet,41194.8,15,0,0,5,No,10,Normal
BKG00902,18-02-2025,22-03-2025,32,Flight,International,Business,Mumbai,London,Website,Wallet,15577.2,15,0,0,4,Yes,20,Normal
BKG00903,12-08-2025,13-10-2025,62,Flight,International,Solo,Hyderabad,Dubai,Website,NetBanking,9480.6,15,0,0,1,Yes,14,Normal
BKG00904,27-05-2025,14-07-2025,48,Holiday Package,Domestic,Family,Hyderabad,Jaipur,App,Credit Card,41745,5,0,0,1,Yes,16,Normal
BKG00905,29-04-2024,06-06-2024,38,Train,International,Family,Bangalore,Bangkok,App,NetBanking,8062.2,10,0,0,2,No,0,Normal
BKG00906,24-05-2025,19-06-2025,26,Holiday Package,International,Business,Bangalore,London,Website,UPI,117480.6,20,1,80,2,Yes,12,Normal
BKG00907,16-08-2024,31-10-2024,76,Flight,Domestic,Couple,Hyderabad,Delhi,App,UPI,6615,15,1,80,3,No,20,Christmas
BKG00908,30-06-2024,31-08-2024,62,Flight,International,Family,Mumbai,Dubai,App,UPI,24768,10,0,0,2,No,11,Christmas
BKG00909,11-05-2025,12-07-2025,62,Hotel,Domestic,Couple,Bangalore,Hyderabad,App,UPI,12877,15,0,0,3,Yes,1,Normal
BKG00910,29-03-2025,03-04-2025,5,Holiday Package,International,Business,Mumbai,Singapore,App,UPI,58527,10,0,0,3,Yes,13,Normal
BKG00911,03-06-2025,06-08-2025,64,Train,International,Business,Hyderabad,Bangkok,App,NetBanking,5828.4,10,0,0,5,Yes,15,Normal
BKG00912,04-06-2024,28-08-2024,85,Flight,International,Solo,Chennai,Singapore,App,Credit Card,7084.8,0,0,0,1,Yes,3,Normal
BKG00913,07-11-2024,16-11-2024,9,Flight,Domestic,Couple,Chennai,Jaipur,Website,Wallet,14946,10,0,0,4,No,4,Normal
BKG00914,07-05-2024,18-06-2024,42,Holiday Package,Domestic,Couple,Hyderabad,Mumbai,Website,Wallet,41707,5,0,0,3,No,16,Normal
BKG00915,02-06-2025,03-06-2025,1,Holiday Package,International,Couple,Mumbai,London,App,UPI,68072.4,20,0,0,4,Yes,7,Christmas
BKG00916,06-10-2025,25-10-2025,19,Hotel,International,Business,Chennai,Bangkok,Website,UPI,34304.4,10,0,0,3,No,17,Normal
BKG00917,25-08-2024,04-10-2024,40,Hotel,Domestic,Business,Hyderabad,Chennai,Website,UPI,5369,20,0,0,5,Yes,4,Summer
BKG00918,19-01-2025,05-02-2025,17,Train,International,Business,Chennai,London,Website,UPI,4797,15,1,80,3,No,4,Normal
BKG00919,03-08-2025,24-10-2025,82,Holiday Package,International,Business,Delhi,Singapore,Website,Debit Card,129169.8,5,0,0,4,No,0,Normal
BKG00920,13-11-2025,16-11-2025,3,Holiday Package,Domestic,Couple,Hyderabad,Mumbai,Website,Debit Card,63055,5,0,0,4,No,8,Normal
BKG00921,03-03-2025,22-04-2025,50,Holiday Package,Domestic,Couple,Delhi,Mumbai,Website,Credit Card,79545,5,1,80,4,No,16,Christmas
BKG00922,18-10-2024,31-10-2024,13,Flight,International,Solo,Mumbai,Bangkok,Website,NetBanking,20221.2,20,0,0,5,Yes,8,Normal
BKG00923,04-06-2025,11-06-2025,7,Flight,Domestic,Business,Bangalore,Chennai,Website,Credit Card,9542,10,1,80,1,No,1,Normal
BKG00924,28-11-2025,09-12-2025,11,Flight,International,Business,Delhi,Bangkok,Website,Wallet,6282,10,0,0,1,No,12,Christmas
BKG00925,31-08-2025,15-11-2025,76,Flight,Domestic,Solo,Mumbai,Chennai,Website,NetBanking,3881,20,0,0,2,Yes,6,Normal
BKG00926,05-08-2025,25-08-2025,20,Train,Domestic,Solo,Bangalore,Hyderabad,Website,Wallet,2287,15,0,0,1,Yes,22,Christmas
BKG00927,09-04-2025,13-04-2025,4,Flight,International,Business,Delhi,London,Website,Wallet,9401.4,0,0,0,2,Yes,20,Normal
BKG00928,29-06-2024,10-08-2024,42,Flight,Domestic,Family,Hyderabad,Delhi,Website,Debit Card,12364,20,0,0,2,No,7,Normal
BKG00929,27-07-2025,21-08-2025,25,Hotel,International,Family,Mumbai,London,App,Debit Card,33814.8,10,0,0,4,Yes,10,Normal
BKG00930,05-09-2025,14-09-2025,9,Train,Domestic,Business,Bangalore,Bangalore,App,Credit Card,2176,15,0,0,1,Yes,12,Normal
BKG00931,28-09-2024,24-12-2024,87,Train,International,Family,Chennai,Singapore,App,UPI,4343.4,0,0,0,2,No,18,Christmas
BKG00932,24-10-2025,06-11-2025,13,Flight,Domestic,Family,Hyderabad,Goa,Website,NetBanking,5119,20,1,80,4,No,12,Normal
BKG00933,18-08-2024,15-10-2024,58,Flight,International,Business,Hyderabad,Singapore,Website,Debit Card,7774.2,20,1,80,3,Yes,16,Normal
BKG00934,16-03-2025,09-06-2025,85,Hotel,Domestic,Solo,Bangalore,Jaipur,Website,Wallet,22431,15,0,0,4,Yes,6,Summer
BKG00935,24-08-2025,09-11-2025,77,Hotel,International,Business,Chennai,Dubai,Website,UPI,21027.6,15,0,0,1,No,5,Normal
BKG00936,21-03-2025,24-05-2025,64,Holiday Package,International,Couple,Bangalore,Dubai,App,Credit Card,72856.8,20,0,0,3,No,0,Christmas
BKG00937,17-05-2024,31-07-2024,75,Holiday Package,Domestic,Family,Mumbai,Chennai,App,Debit Card,55437,20,0,0,1,Yes,0,Normal
BKG00938,17-01-2025,01-04-2025,74,Hotel,International,Business,Delhi,Dubai,App,Credit Card,42188.4,10,1,80,5,No,8,Normal
BKG00939,23-05-2024,11-06-2024,19,Train,Domestic,Business,Mumbai,Goa,App,Debit Card,3973,15,0,0,2,Yes,14,Normal
BKG00940,10-01-2025,21-02-2025,42,Flight,Domestic,Business,Mumbai,Goa,App,Debit Card,10798,20,0,0,4,No,23,Normal
BKG00941,26-03-2024,30-05-2024,65,Holiday Package,International,Family,Bangalore,London,Website,NetBanking,52677,0,0,0,1,Yes,19,Normal
BKG00942,21-05-2024,30-07-2024,70,Flight,Domestic,Couple,Delhi,Goa,App,Debit Card,12096,20,0,0,4,No,17,Normal
BKG00943,10-12-2025,03-03-2026,83,Flight,Domestic,Couple,Chennai,Bangalore,App,Credit Card,6441,5,0,0,1,Yes,19,Christmas
BKG00944,03-12-2025,24-12-2025,21,Holiday Package,International,Couple,Hyderabad,Singapore,Website,Wallet,123993,0,1,80,5,Yes,18,Christmas
BKG00945,11-02-2024,08-03-2024,26,Train,International,Business,Delhi,London,App,NetBanking,6517.8,0,0,0,5,No,17,Normal
BKG00946,20-10-2024,11-01-2025,83,Flight,Domestic,Business,Chennai,Bangalore,App,Credit Card,5574,10,0,0,2,Yes,15,Normal
BKG00947,26-01-2025,07-02-2025,12,Flight,International,Solo,Bangalore,Bangkok,Website,Wallet,20374.2,15,0,0,2,No,20,Normal
